rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,spectral_contrast,chroma_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,silence_ratio,spectral_entropy,reverb_tail_ratio,energy_decay_slope,background_consistency,breath_event_count,breath_duration_mean,breath_duration_std,breath_interval_mean,breath_interval_std,breathing_cadence_score,filepath,filename,category,subtype,sample_rate,duration,status,label
0.08311779,0.2794518849206349,2845.191429063104,1955.973016928944,5049.231150793651,0.068647735,18.865090644979254,0.34751517,-192.25496,40.649467,24.794657,21.410156,-1.0858753,-17.696253,-22.52014,-9.54536,-11.493191,-14.1885805,-11.993857,-4.2837467,-0.65359205,0.0793650793650793,5.9307985,0.0663026355924519,-0.1440425228138673,1.0096992636893043,5.0,0.1216,0.0412291159255204,0.382,0.1066395798941462,0.7817622962605204,fake_voice_fake_bg_wf_2s\balanced\0014__LJ004-0013_generated__X__fake_bg_0762_5wS3sfFybRWkjg7ZmGx8.wav,0014__LJ004-0013_generated__X__fake_bg_0762_5wS3sfFybRWkjg7ZmGx8.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.21107021,0.0635308159722222,1436.3953621430585,1699.308301800011,2890.252976190476,0.009267086,17.313587975784404,0.4049018,-103.38044,103.68291,22.933735,29.539528,5.8851333,10.203708,7.585735,12.414503,0.3985413,4.1819906,6.852886,4.7795115,7.2209487,0.0,4.2877264,0.0932355067105554,-0.0730617857565345,0.3702587383248463,4.0,0.144,0.1403994301982739,0.4213333333333333,0.21279933166144,0.6644245859348117,fake_voice_fake_bg_wf_2s\balanced\0015__LJ002-0259_generated__X__fake_bg_0326_UIMSXdz9jArFhZm834lL.wav,0015__LJ002-0259_generated__X__fake_bg_0326_UIMSXdz9jArFhZm834lL.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.13731916,0.1037791418650793,1443.2273519618325,1496.022905180609,2815.4761904761904,0.02746205,15.729463183409282,0.45421422,-52.55629,118.92619,-23.44609,25.133638,-7.7385,-3.8670905,-7.995532,0.5969089,-0.3433279,-1.5515275,3.9288125,0.9182029,3.3596523,0.0,6.2683086,0.1585466841326785,0.0383969794403755,0.2798477225281057,4.0,0.136,0.1442220510185595,0.4933333333333334,0.2382454383380484,0.6743406895730701,fake_voice_fake_bg_wf_2s\balanced\0016__LJ004-0171_generated__X__fake_bg_0948_jyCzZTD9w63R4c0hNd5P.wav,0016__LJ004-0171_generated__X__fake_bg_0948_jyCzZTD9w63R4c0hNd5P.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.11820901,0.1752464657738095,2244.7585352543942,1979.16438097914,4558.5317460317465,0.10901942,15.638478967459893,0.53003997,-22.310503,69.65048,-7.248732,18.817373,-5.6978135,3.8943195,-1.2179805,7.465598,-3.063125,5.1095533,-5.9327664,6.2415814,-2.9878852,0.0,6.9561367,0.2740193367300091,0.0022600760108314,0.1984292299499919,6.0,0.0933333333333333,0.0465713311908612,0.3328,0.1243067174371522,0.7280575570910331,fake_voice_fake_bg_wf_2s\balanced\0017__LJ002-0018_generated__X__fake_bg_0373_l0MPk4jSymwOotnGHqxI.wav,0017__LJ002-0018_generated__X__fake_bg_0373_l0MPk4jSymwOotnGHqxI.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.1953119,0.0632750496031746,1232.041419575031,1533.2888776020527,2455.2331349206347,0.00792968,17.12732582947822,0.39069307,-79.16078,133.33401,14.4890785,24.019926,-0.16329953,3.7656505,-0.78775376,7.6382284,2.5656765,0.45062387,-1.4785932,3.1280863,-1.4588121,0.0,5.2304964,0.2372944239501237,0.0069319979386394,0.2968279669033429,6.0,0.0986666666666666,0.0483689523925788,0.3088000000000001,0.1111510683709337,0.735323763371668,fake_voice_fake_bg_wf_2s\balanced\0019__LJ004-0015_generated__X__fake_bg_0987_lhMx4nXLkGwFdNsiyR8H.wav,0019__LJ004-0015_generated__X__fake_bg_0987_lhMx4nXLkGwFdNsiyR8H.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.15386029,0.1549789186507936,2027.6671739517576,1934.5240557601248,4110.491071428572,0.05340174,16.638304722353993,0.41226172,-28.916517,94.66009,-1.8526766,-8.454735,-5.86911,-2.4448383,-16.930494,-2.984719,-6.4910626,-8.119747,-5.120724,-4.1935787,-4.272566,0.0,6.465211,0.1485877917946045,-0.0446782789197385,0.2425487159649243,6.0,0.088,0.0366606055596467,0.3456,0.1774052986807327,0.6607963645983844,fake_voice_fake_bg_wf_2s\balanced\0020__LJ003-0098_generated__X__fake_bg_0166_XYZFBUDS53d9AlW47ajx.wav,0020__LJ003-0098_generated__X__fake_bg_0166_XYZFBUDS53d9AlW47ajx.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.18747535,0.0814344618055555,1215.188608552034,1392.3814501658337,2323.0406746031745,0.013517485,16.1064218064844,0.46363366,-54.315838,142.08412,-8.739875,17.236544,-11.368884,15.67461,-3.8089254,2.0532665,2.9790664,-0.28134784,2.782835,-6.6481986,0.050418157,0.0,5.9067354,0.2523542695154857,0.027134671875958,0.2711332120301331,6.0,0.096,0.045254833995939,0.3568,0.1104579558021965,0.7636039057078851,fake_voice_fake_bg_wf_2s\balanced\0021__LJ002-0143_generated__X__fake_bg_0723_lX3pRTEx85yVhqiMWvkO.wav,0021__LJ002-0143_generated__X__fake_bg_0723_lX3pRTEx85yVhqiMWvkO.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.21526837,0.1320452008928571,1806.3967884705396,1821.1160212594289,3639.1369047619046,0.05220905,15.495512665553695,0.44895846,7.9560423,99.73791,-4.3297696,6.060134,-8.088602,-4.397924,-13.410945,-5.7097187,-2.7157578,2.918791,0.028424742,0.71327764,2.070277,0.0,6.4833555,0.1341411089677792,-0.0248159607343044,0.1890089668481481,7.0,0.08,0.0308359715731018,0.3173333333333333,0.1660629064206961,0.6564662843243424,fake_voice_fake_bg_wf_2s\balanced\0022__LJ003-0108_generated__X__fake_bg_0725_kwsEtVUeDPhRLo0M9vTA.wav,0022__LJ003-0108_generated__X__fake_bg_0725_kwsEtVUeDPhRLo0M9vTA.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.18746324,0.2044115823412698,2439.7605152334136,2068.1248137129096,5002.976190476191,0.12052741,15.835109916445704,0.44799498,18.995573,61.093075,-3.5861378,19.313967,3.3585334,8.535134,-10.420417,12.189889,-7.038035,7.009439,2.90266,5.1575665,-1.0779727,0.0,6.8609962,0.199933481367461,0.0014806404915822,0.2304321912425071,4.0,0.14,0.0413763217311544,0.4026666666666667,0.2642288570328549,0.6037927267415789,fake_voice_fake_bg_wf_2s\balanced\0024__LJ004-0154_generated__X__fake_bg_0059_ZND3pgHlCsvdzwa7R2FK.wav,0024__LJ004-0154_generated__X__fake_bg_0059_ZND3pgHlCsvdzwa7R2FK.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.15611991,0.1476702008928571,1811.9463738118448,1536.3252021671726,3536.7063492063494,0.04057679,16.416381518288016,0.45385572,-21.00668,99.998,-46.195934,15.0620985,-35.2986,2.627403,-23.560759,-2.363848,-13.409176,-1.901456,-5.682177,-9.75434,-6.188924,0.0,6.863448,0.1385227972970155,-0.028707696911743,0.2653643342609497,5.0,0.1183999999999999,0.0740853561778574,0.356,0.2098761539575184,0.6291129208173251,fake_voice_fake_bg_wf_2s\balanced\0025__LJ001-0084_generated__X__fake_bg_0713_SmN8V1T9HqJAG2zKUnoD.wav,0025__LJ001-0084_generated__X__fake_bg_0713_SmN8V1T9HqJAG2zKUnoD.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.15935439,0.1947234623015873,2464.742516021344,1803.5753008421584,4467.881944444444,0.022879386,21.624391772603158,0.19319874,-96.15255,8.59993,-37.60922,3.9304407,-40.379494,-29.456535,-18.09844,-14.974408,-28.699957,-6.981417,9.934071,32.661694,-6.941222,0.0,5.1800137,0.2009433623103066,0.025414418926986,0.3588827447040867,5.0,0.1216,0.07613041442157,0.448,0.2181375712709757,0.6725337518164192,fake_voice_fake_bg_wf_2s\balanced\0027__LJ001-0007_generated__X__fake_bg_0355_DNPAl2nqL84mGVbXQwes.wav,0027__LJ001-0007_generated__X__fake_bg_0355_DNPAl2nqL84mGVbXQwes.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.1508826,0.0802718874007936,1766.930112144145,1847.805524465592,3918.154761904762,0.0141363535,18.365195579369416,0.42793676,-123.29584,69.22367,11.71265,64.422966,3.847423,22.038311,-2.0090256,6.527464,2.5657315,4.573515,8.437404,8.881813,10.130384,0.0,4.5051374,0.2016770910706862,0.0150597598603976,0.4858968283831334,8.0,0.076,0.0541109970338747,0.2594285714285714,0.1331710577124207,0.6607967817751672,fake_voice_fake_bg_wf_2s\balanced\0028__LJ002-0031_generated__X__fake_bg_0128_VW5P6GSjH3rie80RKJkM.wav,0028__LJ002-0031_generated__X__fake_bg_0128_VW5P6GSjH3rie80RKJkM.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.22508071,0.06201171875,1919.0977396886788,1665.6869525794798,3487.97123015873,0.0033796804,23.280615108456484,0.2837753,-165.36313,88.867325,28.3485,5.548341,-14.459157,1.1829234,-23.573524,-27.322817,-2.790805,-8.032728,-8.397175,-2.376979,4.3585,0.0,2.9405649,0.2451059971590717,0.0247861466924166,0.4137782437251596,9.0,0.0675555555555555,0.031801855679997,0.248,0.1366455268203097,0.644749471248577,fake_voice_fake_bg_wf_2s\balanced\0029__LJ003-0153_generated__X__fake_bg_0531_frTwa5oZRS0Au7esY4Wx.wav,0029__LJ003-0153_generated__X__fake_bg_0531_frTwa5oZRS0Au7esY4Wx.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.19051331,0.0878983754960317,1497.807813288797,1685.7614712064365,3031.87003968254,0.011855456,18.119605083316404,0.42496157,-89.91297,120.101776,24.791777,30.808226,5.8403754,9.532507,-2.0432298,9.257918,6.1456075,-4.859863,5.956545,1.3143163,5.9412527,0.0,5.307469,0.176593108784049,-0.0156146593723795,0.3774864517484187,8.0,0.076,0.0337045990927054,0.2582857142857143,0.0629505799036362,0.8040365269344875,fake_voice_fake_bg_wf_2s\balanced\0031__LJ002-0117_generated__X__fake_bg_0696_83pQDPruBkgJFGHYWjTS.wav,0031__LJ002-0117_generated__X__fake_bg_0696_83pQDPruBkgJFGHYWjTS.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.18044658,0.1353391617063492,2121.397563434818,1920.4721804581773,3948.660714285714,0.011294567,18.030552338577703,0.39793423,-120.72325,91.32656,40.144905,30.009283,4.9986463,3.888037,5.4387417,11.011506,8.608149,4.948313,8.19184,5.670371,11.144427,0.0,4.985873,0.1406478231734633,0.0186420076636857,0.5032884906883722,8.0,0.072,0.050596442562694,0.2628571428571428,0.1004154634810916,0.7235809645389135,fake_voice_fake_bg_wf_2s\balanced\0032__LJ002-0156_generated__X__fake_bg_0580_Cg2FHbJQtvjLxnfBPscl.wav,0032__LJ002-0156_generated__X__fake_bg_0580_Cg2FHbJQtvjLxnfBPscl.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.13468468,0.341184585813492,2791.784446908733,1863.0812856292264,4530.753968253968,0.023829455,19.9051149290296,0.20678808,-100.38869,55.71932,-3.2178118,21.156538,-6.627952,-11.151048,4.3847475,-4.961007,-20.06224,14.017876,-20.3242,1.6879083,1.131392,0.0,5.282769,0.1403877638292946,0.0319227306157945,0.4522984999885832,6.0,0.0986666666666666,0.0533999583853354,0.384,0.1887728794080336,0.6704228042881945,fake_voice_fake_bg_wf_2s\balanced\0033__LJ002-0122_generated__X__fake_bg_0579_ue8piX0xHEnJPavFGCAV.wav,0033__LJ002-0122_generated__X__fake_bg_0579_ue8piX0xHEnJPavFGCAV.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.17169057,0.1617606026785714,2222.219545571763,1937.291771934635,4479.786706349207,0.081484966,16.111854234040752,0.44684786,-8.265555,65.37887,-9.012715,29.892591,-1.0108263,22.638565,-1.6358154,4.662843,1.0897564,1.9461185,3.737351,-2.9478798,3.427665,0.0,6.403361,0.1964473419427518,0.0139104010231117,0.1996276120648089,10.0,0.0608,0.0284422221354098,0.2195555555555555,0.069139329716018,0.760510721805722,fake_voice_fake_bg_wf_2s\balanced\0034__LJ003-0127_generated__X__fake_bg_0554_tZujCd9yKD5qpR3lQPNU.wav,0034__LJ003-0127_generated__X__fake_bg_0554_tZujCd9yKD5qpR3lQPNU.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.16593152,0.1315491691468254,1727.8406772359494,1866.5298346609768,3869.419642857143,0.029611869,18.600015439575166,0.3977193,-41.085182,99.86588,13.595343,32.098503,-2.8133578,-0.6140082,-8.914956,2.2065785,-3.1073444,10.377878,-9.2533655,0.5216677,-1.3125874,0.0,5.934086,0.1443593590016441,-0.0262079733765803,0.236272211268345,8.0,0.074,0.0276405499221705,0.2834285714285714,0.1471936112189434,0.6581838625223658,fake_voice_fake_bg_wf_2s\balanced\0036__LJ003-0328_generated__X__fake_bg_0539_zH07pnSL1QGFJwecyPbs.wav,0036__LJ003-0328_generated__X__fake_bg_0539_zH07pnSL1QGFJwecyPbs.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.048643216,0.1558857266865079,1881.5513426437185,1773.3600726205746,3649.05753968254,0.055956192,15.564903590286596,0.46463847,-189.10902,94.74087,3.50645,5.675203,-18.06747,-4.944228,-6.9472756,-5.8194995,-6.774331,-5.78823,-4.5923285,-3.3079448,-0.6139797,0.1111111111111111,6.3396816,0.1651240593878185,-0.0846858774462054,0.7223774849781806,5.0,0.1088,0.0696689313826471,0.262,0.039344631145812,0.8694364290375628,fake_voice_fake_bg_wf_2s\balanced\0037__LJ002-0054_generated__X__fake_bg_0177_akLdm4QpJgAUNynB7f0s.wav,0037__LJ002-0054_generated__X__fake_bg_0177_akLdm4QpJgAUNynB7f0s.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.15227342,0.0569506448412698,1740.6748874750951,1787.8294418868284,3536.458333333333,0.010249461,18.525346102950746,0.36649334,-110.46803,86.429016,-9.08214,26.744091,8.027341,6.5263667,2.263452,4.432463,-4.597961,8.303486,-3.859481,6.370126,-2.2016273,0.0,3.4308307,0.1829784944606946,-0.0086623846843678,0.4783297832241138,6.0,0.0986666666666666,0.0509465951321141,0.3616,0.1144195787441992,0.7596326205278867,fake_voice_fake_bg_wf_2s\balanced\0038__LJ003-0109_generated__X__fake_bg_0737_4YKiMpt7SgrQC3GAIDxl.wav,0038__LJ003-0109_generated__X__fake_bg_0737_4YKiMpt7SgrQC3GAIDxl.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.12898853,0.215758308531746,2621.5273119597537,2263.414086538536,5399.553571428572,0.086827755,15.551321444772942,0.51623946,-40.22724,65.94512,18.80591,5.0897965,4.5925393,9.265838,-3.7146814,10.383545,-2.5482843,6.4017797,-0.18647426,6.614249,-0.96354336,0.0,6.51597,0.2519997804312615,0.0745916705801738,0.3536294837516987,7.0,0.0868571428571428,0.0268510631416473,0.308,0.3816804946548879,0.4465836027586412,fake_voice_fake_bg_wf_2s\balanced\0040__LJ004-0001_generated__X__fake_bg_0156_mUsjF0rgf3TJPhcdAVXI.wav,0040__LJ004-0001_generated__X__fake_bg_0156_mUsjF0rgf3TJPhcdAVXI.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.1508175,0.292356460813492,2517.5710934742046,1629.6360984356827,3878.1001984126974,0.03961943,17.704135331277552,0.28893405,-99.3566,41.438393,-2.962398,54.415768,-16.457306,-18.673805,1.6580224,-10.722916,-5.0715137,5.7230515,-2.3014724,-2.9658353,0.7428228,0.0,6.062773,0.1767551017663335,-0.0337761608045405,0.4225598678540627,4.0,0.148,0.0949104841416373,0.488,0.2400888724340772,0.6702478481803192,fake_voice_fake_bg_wf_2s\balanced\0041__LJ002-0021_generated__X__fake_bg_0624_9osL76G8IMDijt35xYBc.wav,0041__LJ002-0021_generated__X__fake_bg_0624_9osL76G8IMDijt35xYBc.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.17033643,0.1257983010912698,1738.301983133529,1769.8604600138292,3508.680555555556,0.039622076,16.97965103260403,0.5132131,-47.732697,105.021286,11.9183,23.079136,-2.325645,5.1363387,-6.8478255,7.940466,5.8847632,2.1428554,0.999327,-0.052265305,-3.4031043,0.0,5.9982324,0.1472277969510323,-0.037028181159185,0.3870477402645255,4.0,0.148,0.1373462777071151,0.52,0.191443638355174,0.7309082153424352,fake_voice_fake_bg_wf_2s\balanced\0044__LJ001-0114_generated__X__fake_bg_0999_oJNgOKsD7k8fY9SG3Qc6.wav,0044__LJ001-0114_generated__X__fake_bg_0999_oJNgOKsD7k8fY9SG3Qc6.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.20158145,0.2418232266865079,2678.705028156704,2211.6632992171512,5580.729166666667,0.10439399,16.801501113549815,0.5063591,19.026253,58.927433,20.596718,18.293724,-26.035616,3.5493271,-25.92871,6.2891736,-16.265568,13.8080435,-17.359222,8.918602,-7.5171795,0.0,7.119194,0.1747601875493316,0.0025352588447008,0.1752667347544504,8.0,0.076,0.0373095162123552,0.2788571428571428,0.1054777276035475,0.7255577474672793,fake_voice_fake_bg_wf_2s\balanced\0046__LJ001-0016_generated__X__fake_bg_0349_sPiR0YmwMHVF3kGxIvDO.wav,0046__LJ001-0016_generated__X__fake_bg_0349_sPiR0YmwMHVF3kGxIvDO.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.14972469,0.0880611359126984,2309.0647858894868,2168.747157237393,4916.294642857143,0.057562023,17.687984316738568,0.42846107,-70.38444,59.15269,12.483922,14.110754,-5.2052045,-0.23497808,0.9311063,-0.5991542,-2.2837744,13.310271,3.0694187,3.0474968,1.9359893,0.0,4.972048,0.1507069742802032,-0.0088530967953385,0.421641735685959,7.0,0.0845714285714285,0.0787162302067317,0.284,0.26024603743381,0.5218228163624566,fake_voice_fake_bg_wf_2s\balanced\0047__LJ004-0217_generated__X__fake_bg_0820_UQujGlVd86h4Lri9m3C0.wav,0047__LJ004-0217_generated__X__fake_bg_0820_UQujGlVd86h4Lri9m3C0.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
0.17448962,0.0821010044642857,1508.9973375657926,1794.3654078275993,3493.9236111111118,0.014091484,17.037326426634085,0.38970488,-67.41208,103.5065,8.527783,22.197025,-0.02785931,22.83688,-8.660388,5.7720304,2.1137412,4.953326,0.004926267,8.815763,4.7077565,0.0,5.1012754,0.1219756658021494,-0.0188977410716395,0.3795222042371555,6.0,0.096,0.0871473847379637,0.3568,0.1686160134744028,0.6790809394496585,fake_voice_fake_bg_wf_2s\balanced\0048__LJ003-0135_generated__X__fake_bg_0501_nBiQJWNVoGFrDdX43zOy.wav,0048__LJ003-0135_generated__X__fake_bg_0501_nBiQJWNVoGFrDdX43zOy.wav,fake_voice_fake_bg_wf_2s,balanced,16000,2.0,Valid,fake
